fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2018-11-30,31.0,926.0,79.0,0,124.0,78.0,86.0,40.0,25.0
2018-12-01,24.0,947.0,66.0,1,971.0,18.0,103.0,63.0,16.0
2018-12-02,21.0,997.0,97.0,0,490.0,70.0,59.0,52.0,15.0
2018-12-03,36.0,1025.0,22.0,1,218.0,85.0,311.0,46.0,20.0
2018-12-04,35.0,1006.0,33.0,1,423.0,22.0,413.0,70.0,16.0
2018-12-05,41.0,1015.0,30.0,0,813.0,11.0,93.0,51.0,23.0
2018-12-06,24.0,942.0,62.0,1,746.0,45.0,403.0,47.0,18.0
2018-12-07,30.0,1091.0,61.0,1,121.0,75.0,165.0,55.0,21.0
2018-12-08,25.0,1058.0,61.0,1,683.0,47.0,51.0,46.0,14.0
2018-12-09,33.0,976.0,69.0,0,906.0,92.0,358.0,42.0,26.0
2018-12-10,37.0,1021.0,95.0,1,924.0,12.0,210.0,42.0,22.0
2018-12-11,38.0,1047.0,72.0,0,627.0,68.0,373.0,40.0,17.0
2018-12-12,45.0,945.0,60.0,0,124.0,51.0,281.0,53.0,17.0
2018-12-13,41.0,1006.0,25.0,1,347.0,17.0,246.0,70.0,17.0
2018-12-14,29.0,976.0,77.0,1,514.0,48.0,447.0,43.0,16.0
2018-12-15,36.0,975.0,32.0,1,708.0,18.0,42.0,51.0,14.0
2018-12-16,30.0,1038.0,73.0,0,178.0,50.0,323.0,53.0,21.0
2018-12-17,30.0,1108.0,94.0,0,743.0,69.0,25.0,42.0,19.0
2018-12-18,25.0,1013.0,92.0,1,433.0,92.0,262.0,51.0,25.0
2018-12-19,31.0,1012.0,59.0,1,298.0,95.0,110.0,47.0,20.0
2018-12-20,40.0,922.0,34.0,1,491.0,2.0,277.0,38.0,3.0
2018-12-21,29.0,1068.0,68.0,1,206.0,100.0,252.0,55.0,15.0
2018-12-22,28.0,1025.0,20.0,0,621.0,44.0,218.0,54.0,25.0
2018-12-23,30.0,1002.0,44.0,0,643.0,7.0,129.0,45.0,15.0
2018-12-24,32.0,970.0,55.0,0,526.0,78.0,6.0,43.0,18.0
2018-12-25,32.0,1005.0,64.0,1,795.0,55.0,122.0,41.0,14.0
2018-12-26,32.0,1069.0,95.0,0,795.0,4.0,149.0,68.0,14.0
2018-12-27,32.0,1031.0,86.0,1,695.0,84.0,161.0,53.0,21.0
2018-12-28,38.0,1093.0,31.0,0,563.0,21.0,125.0,50.0,19.0
2018-12-29,33.0,1066.0,29.0,1,146.0,35.0,203.0,58.0,15.0
2018-12-30,35.0,943.0,85.0,1,146.0,68.0,260.0,51.0,17.0
2018-12-31,29.0,904.0,68.0,1,244.0,100.0,248.0,49.0,9.0
2019-01-01,20.0,1029.0,62.0,0,553.0,39.0,94.0,63.0,20.0
2019-01-02,43.0,1026.0,55.0,1,216.0,47.0,319.0,40.0,7.0
2019-01-03,31.0,1028.0,89.0,1,566.0,44.0,361.0,39.0,19.0
2019-01-04,28.0,1032.0,90.0,0,468.0,60.0,248.0,47.0,23.0
2019-01-05,42.0,979.0,61.0,1,745.0,95.0,312.0,44.0,13.0
2019-01-06,33.0,972.0,87.0,1,525.0,45.0,259.0,72.0,9.0
2019-01-07,33.0,1073.0,86.0,0,223.0,99.0,251.0,46.0,33.0
2019-01-08,26.0,1063.0,97.0,1,332.0,39.0,380.0,50.0,18.0
2019-01-09,36.0,928.0,20.0,1,279.0,15.0,226.0,26.0,15.0
2019-01-10,30.0,995.0,64.0,0,314.0,70.0,63.0,46.0,19.0
2019-01-11,47.0,972.0,88.0,1,448.0,21.0,375.0,47.0,15.0
2019-01-12,31.0,1041.0,45.0,0,286.0,92.0,53.0,38.0,21.0
2019-01-13,39.0,940.0,58.0,1,743.0,74.0,13.0,42.0,19.0
2019-01-14,29.0,990.0,41.0,0,259.0,18.0,135.0,53.0,20.0
2019-01-15,39.0,978.0,77.0,1,773.0,95.0,369.0,57.0,27.0
2019-01-16,31.0,1007.0,86.0,1,765.0,28.0,4.0,68.0,20.0
2019-01-17,29.0,1001.0,98.0,0,143.0,25.0,118.0,44.0,27.0
2019-01-18,19.0,937.0,33.0,1,885.0,72.0,290.0,57.0,18.0
2019-01-19,33.0,1028.0,22.0,1,760.0,16.0,268.0,68.0,17.0
2019-01-20,30.0,931.0,40.0,1,889.0,69.0,88.0,50.0,20.0
2019-01-21,40.0,970.0,38.0,0,271.0,11.0,205.0,43.0,18.0
2019-01-22,38.0,1017.0,69.0,0,200.0,32.0,414.0,63.0,26.0
2019-01-23,32.0,1090.0,94.0,0,392.0,80.0,117.0,60.0,24.0
2019-01-24,42.0,1030.0,77.0,1,500.0,3.0,440.0,65.0,20.0
2019-01-25,28.0,1082.0,26.0,1,926.0,74.0,23.0,52.0,13.0
2019-01-26,17.0,946.0,39.0,1,505.0,70.0,396.0,40.0,2.0
2019-01-27,26.0,1093.0,59.0,0,648.0,92.0,470.0,59.0,22.0
2019-01-28,38.0,1064.0,86.0,0,950.0,93.0,261.0,49.0,22.0
2019-01-29,21.0,1010.0,70.0,1,408.0,67.0,128.0,58.0,13.0
2019-01-30,35.0,1010.0,86.0,0,649.0,100.0,146.0,43.0,21.0
2019-01-31,32.0,1003.0,89.0,0,690.0,70.0,345.0,50.0,20.0
2019-02-01,30.0,1001.0,97.0,1,948.0,65.0,376.0,40.0,21.0
2019-02-02,33.0,923.0,33.0,1,576.0,51.0,80.0,61.0,12.0
2019-02-03,32.0,1076.0,47.0,1,212.0,51.0,453.0,39.0,15.0
2019-02-04,28.0,1003.0,78.0,0,646.0,39.0,72.0,43.0,19.0
2019-02-05,46.0,974.0,98.0,1,735.0,49.0,321.0,36.0,11.0
2019-02-06,27.0,978.0,70.0,0,640.0,38.0,72.0,54.0,23.0
2019-02-07,37.0,1006.0,83.0,0,940.0,65.0,85.0,33.0,22.0
2019-02-08,30.0,982.0,74.0,1,705.0,33.0,204.0,53.0,17.0
2019-02-09,33.0,981.0,23.0,1,786.0,17.0,21.0,58.0,12.0
2019-02-10,33.0,1010.0,94.0,0,312.0,41.0,29.0,47.0,14.0
2019-02-11,38.0,1031.0,94.0,1,699.0,71.0,205.0,23.0,22.0
2019-02-12,36.0,1018.0,66.0,1,334.0,95.0,495.0,47.0,18.0
2019-02-13,23.0,1069.0,93.0,0,996.0,23.0,221.0,47.0,24.0
2019-02-14,28.0,949.0,64.0,1,626.0,34.0,76.0,30.0,14.0
2019-02-15,25.0,999.0,45.0,1,237.0,52.0,352.0,67.0,12.0
2019-02-16,31.0,1017.0,33.0,0,771.0,93.0,246.0,50.0,25.0
2019-02-17,33.0,940.0,71.0,0,993.0,71.0,107.0,42.0,29.0
2019-02-18,34.0,996.0,58.0,0,328.0,74.0,40.0,51.0,15.0
2019-02-19,41.0,994.0,92.0,1,308.0,13.0,330.0,54.0,13.0
2019-02-20,39.0,1032.0,36.0,1,472.0,99.0,150.0,38.0,23.0
2019-02-21,36.0,938.0,74.0,0,441.0,45.0,311.0,49.0,20.0
2019-02-22,35.0,1028.0,32.0,0,558.0,57.0,267.0,40.0,17.0
2019-02-23,40.0,1014.0,83.0,0,892.0,86.0,170.0,62.0,23.0
2019-02-24,25.0,1057.0,28.0,0,196.0,28.0,385.0,47.0,16.0
2019-02-25,26.0,1025.0,60.0,1,839.0,50.0,494.0,54.0,16.0
2019-02-26,22.0,848.0,54.0,0,464.0,83.0,63.0,57.0,14.0
2019-02-27,46.0,1044.0,35.0,1,789.0,93.0,363.0,54.0,32.0
2019-02-28,34.0,1002.0,68.0,1,931.0,61.0,226.0,57.0,13.0
2019-03-01,31.0,1011.0,65.0,1,106.0,86.0,246.0,51.0,26.0
2019-03-02,20.0,1019.0,40.0,0,691.0,4.0,60.0,64.0,18.0
2019-03-03,24.0,1010.0,70.0,0,753.0,88.0,47.0,45.0,26.0
2019-03-04,27.0,985.0,45.0,1,126.0,42.0,74.0,50.0,11.0
2019-03-05,38.0,984.0,94.0,0,870.0,70.0,293.0,29.0,23.0
2019-03-06,42.0,964.0,93.0,1,852.0,67.0,4.0,72.0,14.0
2019-03-07,39.0,1061.0,56.0,0,313.0,17.0,451.0,49.0,20.0
2019-03-08,29.0,1062.0,68.0,0,971.0,78.0,373.0,68.0,35.0
2019-03-09,24.0,992.0,32.0,1,269.0,14.0,106.0,54.0,7.0
2019-03-10,43.0,1004.0,80.0,0,250.0,86.0,3.0,63.0,16.0
2019-03-11,38.0,1031.0,79.0,1,879.0,98.0,50.0,52.0,22.0
2019-03-12,30.0,987.0,60.0,1,538.0,96.0,248.0,64.0,20.0
2019-03-13,31.0,986.0,45.0,1,542.0,61.0,209.0,49.0,7.0
2019-03-14,37.0,964.0,21.0,0,326.0,23.0,162.0,52.0,9.0
2019-03-15,30.0,1057.0,28.0,1,451.0,65.0,495.0,63.0,22.0
2019-03-16,31.0,941.0,67.0,1,910.0,88.0,450.0,58.0,19.0
2019-03-17,27.0,957.0,99.0,0,371.0,39.0,276.0,46.0,17.0
2019-03-18,40.0,1061.0,54.0,1,337.0,38.0,43.0,60.0,17.0
2019-03-19,29.0,989.0,47.0,0,711.0,46.0,236.0,44.0,18.0
2019-03-20,37.0,964.0,73.0,1,562.0,79.0,414.0,39.0,27.0
2019-03-21,37.0,995.0,81.0,1,502.0,91.0,288.0,53.0,16.0
2019-03-22,31.0,998.0,76.0,1,221.0,20.0,443.0,42.0,16.0
2019-03-23,28.0,1005.0,29.0,1,984.0,26.0,3.0,54.0,19.0
2019-03-24,25.0,943.0,31.0,0,454.0,64.0,83.0,55.0,16.0
2019-03-25,28.0,1014.0,51.0,0,574.0,49.0,109.0,67.0,12.0
2019-03-26,37.0,1032.0,90.0,1,388.0,94.0,407.0,31.0,22.0
2019-03-27,33.0,1057.0,36.0,1,711.0,100.0,83.0,58.0,23.0
2019-03-28,40.0,981.0,40.0,0,599.0,21.0,58.0,56.0,20.0
2019-03-29,31.0,1021.0,36.0,1,748.0,35.0,414.0,45.0,20.0
2019-03-30,26.0,1059.0,82.0,1,300.0,46.0,189.0,41.0,10.0
2019-03-31,27.0,977.0,46.0,0,156.0,22.0,123.0,44.0,19.0
2019-04-01,29.0,943.0,29.0,1,945.0,30.0,211.0,43.0,19.0
2019-04-02,22.0,986.0,27.0,0,901.0,9.0,38.0,64.0,20.0
2019-04-03,21.0,1028.0,69.0,1,391.0,32.0,377.0,43.0,27.0
2019-04-04,20.0,901.0,20.0,0,112.0,93.0,12.0,35.0,25.0
2019-04-05,27.0,995.0,32.0,0,652.0,36.0,157.0,50.0,20.0
2019-04-06,29.0,968.0,24.0,0,514.0,81.0,213.0,38.0,29.0
2019-04-07,25.0,996.0,68.0,1,161.0,64.0,57.0,51.0,24.0
2019-04-08,18.0,915.0,32.0,1,128.0,90.0,431.0,53.0,27.0
2019-04-09,19.0,1051.0,46.0,1,510.0,98.0,414.0,35.0,22.0
2019-04-10,31.0,1052.0,77.0,1,313.0,67.0,283.0,54.0,25.0
2019-04-11,27.0,1021.0,43.0,1,864.0,94.0,333.0,62.0,34.0
2019-04-12,23.0,952.0,62.0,0,107.0,80.0,32.0,59.0,28.0
2019-04-13,19.0,1042.0,53.0,0,455.0,30.0,230.0,59.0,29.0
2019-04-14,26.0,1036.0,59.0,0,689.0,88.0,154.0,50.0,28.0
2019-04-15,33.0,1006.0,64.0,0,258.0,50.0,341.0,55.0,21.0
2019-04-16,21.0,983.0,39.0,0,635.0,67.0,64.0,46.0,23.0
2019-04-17,23.0,1070.0,62.0,0,543.0,76.0,117.0,43.0,23.0
2019-04-18,25.0,1044.0,63.0,1,646.0,90.0,498.0,55.0,23.0
2019-04-19,19.0,1029.0,77.0,1,126.0,27.0,433.0,58.0,28.0
2019-04-20,31.0,981.0,46.0,0,796.0,19.0,309.0,57.0,29.0
2019-04-21,31.0,930.0,55.0,0,932.0,33.0,302.0,42.0,20.0
2019-04-22,13.0,972.0,28.0,0,663.0,51.0,170.0,46.0,19.0
2019-04-23,27.0,1038.0,75.0,0,377.0,43.0,96.0,51.0,30.0
2019-04-24,13.0,966.0,31.0,1,801.0,74.0,280.0,38.0,19.0
2019-04-25,26.0,1091.0,43.0,1,163.0,52.0,468.0,40.0,33.0
2019-04-26,31.0,1042.0,64.0,0,620.0,28.0,53.0,49.0,21.0
2019-04-27,27.0,986.0,53.0,0,850.0,28.0,306.0,33.0,23.0
2019-04-28,24.0,996.0,20.0,0,975.0,82.0,6.0,43.0,31.0
2019-04-29,32.0,980.0,30.0,1,252.0,30.0,40.0,52.0,23.0
2019-04-30,24.0,971.0,82.0,0,385.0,94.0,313.0,58.0,27.0
2019-05-01,18.0,980.0,38.0,0,613.0,66.0,55.0,56.0,26.0
2019-05-02,25.0,943.0,41.0,0,665.0,22.0,152.0,39.0,31.0
2019-05-03,21.0,935.0,53.0,1,761.0,21.0,217.0,68.0,23.0
2019-05-04,23.0,1024.0,31.0,1,549.0,15.0,90.0,68.0,14.0
2019-05-05,43.0,910.0,96.0,1,716.0,47.0,422.0,39.0,27.0
2019-05-06,25.0,1022.0,60.0,0,569.0,90.0,97.0,52.0,25.0
2019-05-07,16.0,995.0,90.0,0,222.0,45.0,70.0,40.0,17.0
2019-05-08,26.0,983.0,84.0,1,393.0,27.0,30.0,39.0,19.0
2019-05-09,19.0,909.0,46.0,0,545.0,22.0,359.0,53.0,28.0
2019-05-10,35.0,930.0,24.0,1,478.0,18.0,347.0,39.0,19.0
2019-05-11,16.0,1072.0,99.0,0,818.0,94.0,453.0,53.0,33.0
2019-05-12,27.0,1007.0,30.0,1,538.0,22.0,374.0,47.0,31.0
2019-05-13,28.0,979.0,32.0,1,611.0,62.0,483.0,50.0,21.0
2019-05-14,28.0,1057.0,74.0,1,826.0,9.0,428.0,54.0,24.0
2019-05-15,25.0,982.0,68.0,1,121.0,5.0,478.0,40.0,30.0
2019-05-16,17.0,938.0,65.0,1,963.0,2.0,234.0,57.0,24.0
2019-05-17,26.0,897.0,45.0,1,536.0,85.0,236.0,56.0,22.0
2019-05-18,26.0,1046.0,86.0,0,305.0,89.0,53.0,71.0,30.0
2019-05-19,34.0,952.0,73.0,0,795.0,70.0,2.0,74.0,33.0
2019-05-20,32.0,999.0,69.0,1,745.0,95.0,25.0,55.0,29.0
2019-05-21,27.0,1025.0,76.0,0,882.0,23.0,95.0,26.0,35.0
2019-05-22,31.0,1021.0,72.0,1,219.0,72.0,488.0,41.0,34.0
2019-05-23,17.0,968.0,75.0,1,417.0,0.0,344.0,46.0,17.0
2019-05-24,23.0,1078.0,48.0,0,555.0,60.0,42.0,56.0,31.0
2019-05-25,32.0,1001.0,36.0,1,521.0,27.0,110.0,39.0,27.0
2019-05-26,32.0,1064.0,70.0,1,197.0,17.0,273.0,51.0,25.0
2019-05-27,30.0,916.0,99.0,1,755.0,94.0,299.0,59.0,30.0
2019-05-28,22.0,1045.0,37.0,0,337.0,54.0,476.0,52.0,39.0
2019-05-29,25.0,1059.0,67.0,0,140.0,55.0,172.0,29.0,29.0
2019-05-30,22.0,948.0,92.0,1,411.0,76.0,499.0,48.0,34.0
2019-05-31,14.0,980.0,25.0,1,537.0,37.0,374.0,40.0,26.0
2019-06-01,26.0,1049.0,54.0,1,191.0,18.0,441.0,54.0,26.0
2019-06-02,26.0,1086.0,57.0,0,784.0,56.0,351.0,44.0,36.0
2019-06-03,26.0,1117.0,99.0,0,271.0,45.0,443.0,55.0,29.0
2019-06-04,23.0,1076.0,24.0,1,553.0,66.0,115.0,53.0,23.0
2019-06-05,23.0,1109.0,54.0,1,981.0,81.0,32.0,29.0,25.0
2019-06-06,21.0,1080.0,70.0,0,838.0,30.0,158.0,61.0,28.0
2019-06-07,22.0,980.0,41.0,0,228.0,34.0,154.0,43.0,22.0
2019-06-08,22.0,968.0,50.0,0,454.0,22.0,403.0,50.0,31.0
2019-06-09,19.0,975.0,94.0,1,129.0,92.0,337.0,46.0,28.0
2019-06-10,29.0,1010.0,45.0,1,423.0,44.0,278.0,47.0,18.0
2019-06-11,32.0,1005.0,92.0,0,932.0,45.0,297.0,47.0,28.0
2019-06-12,30.0,967.0,34.0,1,175.0,20.0,103.0,55.0,16.0
2019-06-13,25.0,1114.0,50.0,0,574.0,36.0,352.0,56.0,29.0
2019-06-14,18.0,1008.0,70.0,1,678.0,15.0,169.0,39.0,20.0
2019-06-15,22.0,986.0,26.0,1,104.0,30.0,236.0,60.0,15.0
2019-06-16,25.0,1066.0,68.0,0,767.0,80.0,389.0,41.0,36.0
2019-06-17,23.0,1014.0,27.0,0,605.0,31.0,125.0,59.0,29.0
2019-06-18,24.0,996.0,91.0,1,197.0,10.0,317.0,57.0,23.0
2019-06-19,22.0,923.0,73.0,1,921.0,62.0,29.0,53.0,20.0
2019-06-20,27.0,997.0,77.0,1,628.0,59.0,447.0,67.0,28.0
2019-06-21,28.0,959.0,50.0,1,520.0,6.0,142.0,71.0,14.0
2019-06-22,22.0,924.0,23.0,1,260.0,85.0,177.0,44.0,22.0
2019-06-23,35.0,1075.0,96.0,0,924.0,58.0,276.0,38.0,28.0
2019-06-24,30.0,979.0,27.0,1,492.0,21.0,67.0,45.0,17.0
2019-06-25,28.0,990.0,33.0,1,558.0,20.0,125.0,62.0,14.0
2019-06-26,29.0,971.0,96.0,0,475.0,44.0,377.0,45.0,29.0
2019-06-27,20.0,981.0,41.0,0,957.0,53.0,453.0,49.0,24.0
2019-06-28,28.0,1008.0,55.0,1,829.0,80.0,19.0,66.0,26.0
2019-06-29,24.0,1032.0,76.0,1,941.0,15.0,50.0,22.0,27.0
2019-06-30,24.0,1045.0,78.0,0,798.0,64.0,450.0,58.0,28.0
2019-07-01,27.0,989.0,82.0,0,543.0,19.0,267.0,58.0,30.0
2019-07-02,25.0,910.0,86.0,0,549.0,49.0,408.0,59.0,26.0
2019-07-03,33.0,989.0,41.0,0,749.0,76.0,129.0,49.0,33.0
2019-07-04,33.0,994.0,31.0,1,293.0,25.0,114.0,57.0,18.0
2019-07-05,32.0,1004.0,65.0,0,141.0,14.0,399.0,48.0,26.0
2019-07-06,23.0,996.0,40.0,0,183.0,55.0,477.0,56.0,23.0
2019-07-07,32.0,1042.0,74.0,0,131.0,60.0,49.0,57.0,23.0
2019-07-08,25.0,1086.0,61.0,1,153.0,8.0,225.0,59.0,22.0
2019-07-09,29.0,983.0,44.0,1,289.0,98.0,175.0,55.0,23.0
2019-07-10,23.0,991.0,83.0,1,205.0,40.0,8.0,41.0,18.0
2019-07-11,34.0,1090.0,40.0,0,261.0,24.0,251.0,55.0,27.0
2019-07-12,30.0,982.0,81.0,1,353.0,8.0,353.0,40.0,17.0
2019-07-13,22.0,1071.0,53.0,1,611.0,35.0,358.0,67.0,21.0
2019-07-14,31.0,1041.0,38.0,1,440.0,56.0,420.0,64.0,17.0
2019-07-15,23.0,997.0,64.0,1,387.0,37.0,142.0,35.0,11.0
2019-07-16,23.0,1001.0,65.0,1,978.0,15.0,93.0,38.0,19.0
2019-07-17,29.0,973.0,70.0,0,150.0,63.0,2.0,49.0,21.0
2019-07-18,20.0,984.0,73.0,1,621.0,68.0,396.0,43.0,23.0
2019-07-19,22.0,1002.0,87.0,1,467.0,38.0,188.0,63.0,23.0
2019-07-20,25.0,972.0,84.0,0,661.0,64.0,400.0,67.0,31.0
2019-07-21,25.0,1004.0,90.0,0,672.0,50.0,112.0,69.0,24.0
2019-07-22,34.0,986.0,62.0,0,234.0,58.0,101.0,48.0,16.0
2019-07-23,25.0,1017.0,82.0,1,212.0,48.0,322.0,48.0,25.0
2019-07-24,31.0,941.0,54.0,1,471.0,86.0,429.0,39.0,24.0
2019-07-25,20.0,1022.0,89.0,0,887.0,80.0,18.0,51.0,31.0
2019-07-26,24.0,995.0,71.0,0,137.0,23.0,224.0,66.0,26.0
2019-07-27,31.0,922.0,28.0,0,956.0,47.0,30.0,51.0,29.0
2019-07-28,18.0,954.0,46.0,0,445.0,40.0,100.0,64.0,24.0
2019-07-29,28.0,994.0,70.0,0,458.0,45.0,168.0,52.0,21.0
2019-07-30,21.0,1046.0,74.0,1,384.0,96.0,256.0,42.0,17.0
2019-07-31,18.0,986.0,61.0,0,976.0,98.0,394.0,52.0,26.0
2019-08-01,18.0,991.0,38.0,1,288.0,37.0,368.0,49.0,9.0
2019-08-02,26.0,984.0,90.0,1,987.0,53.0,446.0,60.0,31.0
2019-08-03,17.0,907.0,79.0,0,589.0,28.0,394.0,45.0,26.0
2019-08-04,23.0,968.0,76.0,0,275.0,78.0,176.0,51.0,27.0
2019-08-05,32.0,1052.0,87.0,0,850.0,78.0,9.0,47.0,30.0
2019-08-06,30.0,952.0,39.0,0,778.0,82.0,429.0,59.0,28.0
2019-08-07,26.0,915.0,87.0,1,972.0,56.0,367.0,65.0,22.0
2019-08-08,24.0,1070.0,92.0,1,509.0,93.0,138.0,59.0,28.0
2019-08-09,25.0,957.0,51.0,0,120.0,42.0,386.0,58.0,21.0
2019-08-10,30.0,1073.0,79.0,0,531.0,70.0,30.0,41.0,28.0
2019-08-11,21.0,987.0,48.0,1,659.0,81.0,19.0,58.0,14.0
2019-08-12,36.0,986.0,95.0,1,252.0,45.0,124.0,60.0,19.0
2019-08-13,27.0,1028.0,43.0,1,343.0,95.0,246.0,36.0,19.0
2019-08-14,23.0,1037.0,22.0,0,506.0,38.0,83.0,56.0,21.0
2019-08-15,20.0,913.0,34.0,0,387.0,44.0,223.0,59.0,19.0
2019-08-16,30.0,1040.0,56.0,1,430.0,17.0,290.0,45.0,20.0
2019-08-17,26.0,974.0,55.0,1,524.0,87.0,148.0,66.0,20.0
2019-08-18,23.0,1037.0,91.0,0,513.0,51.0,369.0,48.0,30.0
2019-08-19,17.0,997.0,44.0,1,811.0,37.0,339.0,46.0,28.0
2019-08-20,33.0,996.0,64.0,1,397.0,82.0,200.0,61.0,24.0
2019-08-21,31.0,994.0,22.0,0,438.0,87.0,112.0,36.0,23.0
2019-08-22,27.0,1013.0,70.0,0,335.0,6.0,152.0,43.0,25.0
2019-08-23,19.0,951.0,68.0,1,454.0,90.0,409.0,43.0,24.0
2019-08-24,28.0,925.0,87.0,1,677.0,51.0,294.0,40.0,26.0
2019-08-25,29.0,1034.0,91.0,0,747.0,7.0,163.0,53.0,26.0
2019-08-26,23.0,1060.0,73.0,0,720.0,58.0,379.0,30.0,32.0
2019-08-27,28.0,1062.0,92.0,0,803.0,98.0,145.0,60.0,32.0
2019-08-28,27.0,1035.0,42.0,1,664.0,11.0,166.0,79.0,15.0
2019-08-29,29.0,1012.0,50.0,1,884.0,29.0,446.0,51.0,31.0
2019-08-30,29.0,1019.0,97.0,1,262.0,41.0,121.0,47.0,27.0
2019-08-31,17.0,988.0,93.0,0,362.0,51.0,312.0,35.0,20.0
2019-09-01,22.0,998.0,30.0,0,324.0,73.0,300.0,54.0,21.0
2019-09-02,19.0,1043.0,84.0,1,928.0,30.0,454.0,56.0,19.0
2019-09-03,29.0,1015.0,87.0,1,653.0,48.0,427.0,51.0,24.0
2019-09-04,19.0,999.0,40.0,1,281.0,8.0,377.0,49.0,24.0
2019-09-05,21.0,954.0,28.0,1,389.0,55.0,15.0,54.0,18.0
2019-09-06,24.0,961.0,90.0,0,762.0,59.0,44.0,54.0,23.0
2019-09-07,20.0,1012.0,77.0,1,847.0,23.0,132.0,58.0,26.0
2019-09-08,22.0,1043.0,39.0,0,638.0,27.0,489.0,66.0,24.0
2019-09-09,33.0,1061.0,52.0,1,581.0,79.0,82.0,44.0,19.0
2019-09-10,21.0,927.0,94.0,1,398.0,62.0,296.0,47.0,21.0
2019-09-11,27.0,1082.0,92.0,1,577.0,90.0,388.0,53.0,33.0
2019-09-12,23.0,964.0,51.0,0,533.0,27.0,16.0,39.0,27.0
2019-09-13,34.0,944.0,99.0,0,250.0,77.0,41.0,48.0,22.0
2019-09-14,33.0,1026.0,86.0,1,431.0,56.0,17.0,49.0,26.0
2019-09-15,31.0,899.0,72.0,0,469.0,10.0,173.0,38.0,22.0
2019-09-16,20.0,1133.0,90.0,1,237.0,69.0,324.0,63.0,21.0
2019-09-17,23.0,997.0,92.0,1,586.0,44.0,102.0,56.0,27.0
2019-09-18,23.0,977.0,66.0,0,572.0,32.0,218.0,36.0,24.0
2019-09-19,16.0,1051.0,27.0,0,593.0,7.0,125.0,54.0,26.0
2019-09-20,29.0,902.0,35.0,1,557.0,24.0,381.0,44.0,23.0
2019-09-21,26.0,1022.0,68.0,0,857.0,12.0,253.0,62.0,19.0
2019-09-22,29.0,990.0,41.0,0,524.0,99.0,216.0,50.0,28.0
2019-09-23,28.0,1016.0,52.0,1,961.0,37.0,439.0,43.0,23.0
2019-09-24,23.0,1019.0,62.0,1,509.0,43.0,272.0,37.0,22.0
2019-09-25,18.0,956.0,39.0,0,222.0,38.0,66.0,56.0,22.0
2019-09-26,23.0,955.0,67.0,1,177.0,44.0,313.0,47.0,12.0
2019-09-27,25.0,1044.0,90.0,0,179.0,73.0,139.0,42.0,26.0
2019-09-28,19.0,1009.0,61.0,1,486.0,60.0,359.0,47.0,22.0
2019-09-29,20.0,1005.0,50.0,1,360.0,30.0,469.0,56.0,25.0
2019-09-30,35.0,996.0,89.0,0,118.0,47.0,183.0,57.0,24.0
2019-10-01,42.0,1009.0,59.0,0,574.0,27.0,79.0,33.0,20.0
2019-10-02,32.0,1044.0,52.0,0,906.0,64.0,264.0,36.0,24.0
2019-10-03,41.0,958.0,56.0,0,492.0,45.0,176.0,45.0,11.0
2019-10-04,35.0,1040.0,31.0,1,106.0,91.0,494.0,69.0,20.0
2019-10-05,32.0,1028.0,30.0,1,241.0,19.0,217.0,54.0,14.0
2019-10-06,34.0,944.0,21.0,0,215.0,73.0,219.0,47.0,15.0
2019-10-07,36.0,886.0,81.0,1,405.0,7.0,173.0,50.0,19.0
2019-10-08,29.0,1035.0,72.0,0,458.0,31.0,392.0,33.0,20.0
2019-10-09,46.0,987.0,35.0,1,138.0,42.0,259.0,65.0,12.0
2019-10-10,29.0,983.0,33.0,1,162.0,63.0,22.0,58.0,11.0
2019-10-11,29.0,919.0,81.0,0,471.0,87.0,302.0,65.0,19.0
2019-10-12,28.0,1007.0,33.0,0,360.0,55.0,333.0,54.0,15.0
2019-10-13,34.0,918.0,97.0,0,835.0,5.0,219.0,71.0,24.0
2019-10-14,33.0,1005.0,99.0,0,983.0,50.0,120.0,45.0,17.0
2019-10-15,36.0,1038.0,43.0,1,551.0,18.0,89.0,48.0,18.0
2019-10-16,27.0,937.0,32.0,0,361.0,20.0,250.0,57.0,15.0
2019-10-17,26.0,948.0,76.0,0,599.0,11.0,124.0,61.0,16.0
2019-10-18,31.0,997.0,73.0,0,640.0,48.0,86.0,43.0,19.0
2019-10-19,23.0,1000.0,47.0,0,962.0,5.0,411.0,59.0,26.0
2019-10-20,22.0,871.0,70.0,0,992.0,57.0,409.0,45.0,24.0
2019-10-21,23.0,940.0,80.0,1,961.0,9.0,214.0,39.0,18.0
2019-10-22,39.0,1030.0,29.0,0,789.0,50.0,36.0,35.0,22.0
2019-10-23,33.0,986.0,91.0,0,444.0,98.0,37.0,47.0,20.0
2019-10-24,37.0,977.0,78.0,0,234.0,97.0,405.0,37.0,25.0
2019-10-25,29.0,987.0,26.0,1,461.0,64.0,75.0,59.0,13.0
2019-10-26,38.0,1040.0,50.0,0,962.0,85.0,482.0,44.0,25.0
2019-10-27,31.0,1023.0,34.0,1,321.0,95.0,268.0,47.0,16.0
2019-10-28,32.0,1012.0,76.0,0,863.0,99.0,453.0,74.0,29.0
2019-10-29,25.0,1006.0,69.0,1,816.0,42.0,150.0,37.0,21.0
2019-10-30,28.0,954.0,31.0,0,395.0,93.0,167.0,43.0,21.0
