edad,estado_civil,lugar_residencia,calificaciones,asistencia_a_clases,semestre_actual,reprobacion_asignaturas,horas_estudio_semanales,nivel_socioeconomico,ingreso_familiar_mensual,apoyo_financiero,empleo_parcial_o_tiempo_completo,red_apoyo_social,participacion_extracurricular,relaciones_interpersonales,problemas_emocionales,adaptacion_entorno_escolar,personalidad,autoeficacia_academica,horas_sueno,condiciones_salud,problemas_familiares,dependientes_en_hogar,tipo_institucion,distancia_centro_estudios,acceso_servicios_basicos,desercion
18,Soltero,Foráneo,61,63,1,5,3,Bajo,12666,Si,No,Moderado,Alta,Regulares,No,Buena,Introvertido,Media,7,Mala,No,4,Privada,5,No,No
18,Soltero,Foráneo,76,54,6,0,5,Medio,15767,No,No,Fuerte,Media,Regulares,Si,Mala,Extrovertido,Alta,6,Regular,No,3,Publica,20,Si,Si
17,Union libre,Local,97,62,5,2,6,Bajo,16542,Si,No,Moderado,Alta,Conflictivas,Si,Buena,Introvertido,Alta,6,Regular,Si,0,Publica,39,Si,Si
22,Union libre,Local,49,75,10,6,17,Bajo,7642,No,Si,Fuerte,Media,Conflictivas,Si,Regular,Introvertido,Alta,9,Mala,Si,4,Privada,8,Si,Si
21,Soltero,Local,110,75,8,3,15,Medio,23672,No,No,Debil,Baja,Regulares,Si,Regular,Extrovertido,Alta,6,Regular,Si,1,Publica,32,No,No
26,Soltero,Foráneo,88,86,12,0,-2,Medio,20278,Si,No,Moderado,Media,Regulares,Si,Buena,Extrovertido,Alta,6,Buena,Si,3,Privada,54,No,No
23,Union libre,Local,64,66,10,1,20,Bajo,20510,Si,Si,Moderado,Baja,Regulares,Si,Mala,Introvertido,Media,4,Mala,Si,5,Privada,31,Si,Si
19,Soltero,Local,95,66,0,0,11,Alto,11150,No,No,Debil,Baja,Conflictivas,No,Buena,Introvertido,Alta,8,Regular,Si,2,Publica,40,Si,No
26,Soltero,Local,70,102,10,3,12,Medio,17681,No,Si,Debil,Baja,Regulares,Si,Regular,Extrovertido,Alta,6,Regular,No,3,Publica,-4,No,Si
21,Casado,Local,75,90,6,3,9,Medio,11798,Si,No,Fuerte,Alta,Regulares,No,Mala,Extrovertido,Baja,7,Buena,Si,2,Publica,22,No,No
23,Soltero,Local,39,84,8,3,13,Alto,11273,Si,No,Debil,Baja,Regulares,No,Regular,Introvertido,Alta,7,Mala,No,2,Publica,19,Si,Si
20,Soltero,Local,82,84,3,0,17,Medio,6470,No,Si,Debil,Media,Buenas,No,Mala,Introvertido,Baja,8,Regular,No,1,Publica,6,Si,No
20,Casado,Local,94,91,4,1,17,Bajo,12884,No,Si,Fuerte,Media,Regulares,Si,Buena,Extrovertido,Baja,7,Regular,Si,1,Privada,3,Si,Si
20,Soltero,Foráneo,62,77,7,1,8,Bajo,15215,No,No,Fuerte,Media,Regulares,Si,Mala,Extrovertido,Media,6,Buena,Si,2,Publica,19,No,Si
19,Soltero,Local,106,62,6,2,2,Medio,10886,No,No,Fuerte,Alta,Conflictivas,Si,Regular,Extrovertido,Alta,6,Buena,Si,1,Publica,35,No,No
21,Soltero,Local,72,109,2,4,9,Medio,8884,No,No,Debil,Alta,Regulares,No,Mala,Extrovertido,Alta,6,Mala,Si,4,Publica,15,No,Si
20,Soltero,Local,95,77,5,3,21,Medio,9477,No,No,Fuerte,Media,Regulares,Si,Buena,Introvertido,Baja,3,Regular,No,2,Publica,23,Si,No
16,Union libre,Foráneo,66,56,3,4,19,Medio,9789,Si,No,Debil,Alta,Buenas,No,Mala,Extrovertido,Alta,4,Buena,Si,2,Privada,40,Si,No
18,Soltero,Local,73,73,6,4,11,Medio,14967,No,Si,Fuerte,Media,Buenas,Si,Mala,Introvertido,Alta,7,Mala,Si,1,Publica,19,Si,Si
21,Union libre,Local,96,60,8,2,5,Medio,14141,No,No,Debil,Alta,Conflictivas,Si,Mala,Extrovertido,Media,9,Regular,Si,1,Publica,4,Si,Si
21,Union libre,Local,71,77,6,0,14,Alto,16366,Si,No,Moderado,Media,Regulares,No,Regular,Extrovertido,Baja,11,Regular,Si,2,Publica,28,Si,Si
21,Soltero,Foráneo,76,67,5,2,9,Medio,8913,Si,No,Fuerte,Alta,Regulares,Si,Mala,Introvertido,Baja,6,Regular,Si,2,Publica,21,Si,Si
19,Soltero,Foráneo,74,67,8,2,8,Bajo,8512,No,Si,Moderado,Baja,Regulares,No,Mala,Introvertido,Alta,8,Mala,No,2,Publica,44,Si,No
20,Casado,Local,80,48,3,3,23,Medio,9416,Si,No,Debil,Baja,Regulares,Si,Regular,Introvertido,Alta,7,Regular,No,2,Publica,46,No,No
19,Soltero,Foráneo,74,42,-1,1,11,Medio,9587,No,No,Fuerte,Baja,Conflictivas,Si,Regular,Introvertido,Baja,5,Regular,No,1,Publica,32,No,No
26,Union libre,Local,73,85,2,0,6,Medio,6011,No,Si,Moderado,Media,Conflictivas,No,Mala,Introvertido,Alta,10,Buena,Si,0,Publica,0,Si,Si
21,Soltero,Foráneo,71,72,3,1,14,Medio,4369,Si,No,Fuerte,Alta,Regulares,No,Buena,Extrovertido,Baja,4,Regular,Si,2,Publica,29,Si,No
17,Soltero,Local,91,58,8,0,4,Medio,14247,No,No,Fuerte,Alta,Regulares,No,Mala,Extrovertido,Media,6,Regular,Si,1,Publica,36,Si,No
18,Soltero,Local,77,90,6,0,7,Medio,4551,No,Si,Moderado,Baja,Regulares,No,Regular,Extrovertido,Alta,6,Regular,Si,3,Privada,13,Si,No
19,Soltero,Foráneo,71,49,1,4,14,Medio,19277,No,No,Debil,Media,Conflictivas,Si,Buena,Introvertido,Alta,7,Regular,Si,4,Publica,26,Si,No
19,Soltero,Local,86,59,4,1,11,Bajo,13726,Si,No,Moderado,Media,Buenas,Si,Buena,Introvertido,Alta,8,Buena,No,3,Publica,21,No,No
18,Soltero,Local,77,64,5,1,5,Medio,10655,Si,No,Fuerte,Alta,Regulares,No,Mala,Introvertido,Media,6,Mala,Si,3,Publica,30,Si,No
22,Casado,Foráneo,40,77,3,0,13,Medio,7298,Si,No,Debil,Baja,Buenas,No,Buena,Introvertido,Alta,5,Buena,No,3,Privada,29,Si,No
23,Soltero,Local,69,77,2,1,19,Medio,10753,No,No,Debil,Media,Regulares,Si,Regular,Extrovertido,Media,8,Mala,No,5,Publica,31,No,Si
18,Casado,Local,85,76,3,3,14,Bajo,20790,Si,No,Debil,Baja,Regulares,No,Mala,Introvertido,Alta,9,Buena,Si,3,Publica,27,Si,Si
20,Casado,Local,90,74,6,1,9,Medio,17020,No,No,Debil,Baja,Regulares,Si,Mala,Extrovertido,Alta,7,Buena,Si,1,Publica,33,Si,Si
22,Union libre,Local,60,81,3,-1,10,Medio,5893,No,No,Debil,Alta,Regulares,Si,Regular,Extrovertido,Alta,6,Regular,No,4,Publica,39,Si,Si
21,Soltero,Foráneo,81,76,2,4,10,Medio,15294,Si,No,Fuerte,Media,Regulares,No,Buena,Extrovertido,Baja,3,Buena,No,3,Publica,15,Si,Si
20,Soltero,Local,58,80,3,-1,7,Bajo,8434,Si,No,Moderado,Baja,Buenas,No,Buena,Introvertido,Media,5,Regular,Si,2,Publica,10,Si,Si
23,Soltero,Foráneo,56,88,5,1,17,Bajo,20044,Si,No,Debil,Alta,Regulares,No,Mala,Introvertido,Alta,9,Mala,Si,3,Privada,5,Si,No
15,Casado,Local,51,78,6,2,14,Medio,12461,No,Si,Debil,Baja,Conflictivas,Si,Mala,Introvertido,Alta,5,Regular,Si,0,Publica,35,Si,Si
24,Soltero,Local,62,58,7,1,0,Medio,12507,No,No,Moderado,Media,Regulares,No,Buena,Introvertido,Media,3,Regular,No,3,Publica,4,Si,Si
20,Casado,Local,85,88,5,5,14,Medio,14772,Si,No,Debil,Baja,Regulares,Si,Mala,Extrovertido,Baja,7,Regular,Si,3,Privada,12,Si,Si
19,Soltero,Local,65,65,6,3,13,Medio,11136,No,No,Debil,Media,Regulares,Si,Buena,Extrovertido,Baja,7,Regular,Si,0,Publica,15,Si,No
20,Union libre,Local,60,84,0,5,5,Medio,12401,Si,No,Moderado,Baja,Regulares,Si,Mala,Extrovertido,Alta,7,Regular,No,4,Publica,-3,Si,No
25,Casado,Local,90,76,11,2,8,Medio,10912,No,No,Moderado,Media,Regulares,Si,Regular,Introvertido,Baja,9,Buena,Si,0,Publica,9,Si,No
22,Soltero,Local,54,82,6,2,21,Medio,11698,Si,No,Fuerte,Baja,Regulares,No,Buena,Introvertido,Baja,8,Regular,Si,3,Publica,8,Si,No
21,Soltero,Foráneo,67,78,6,2,14,Medio,4449,No,No,Debil,Baja,Buenas,No,Mala,Extrovertido,Alta,6,Buena,Si,0,Privada,12,No,No
23,Union libre,Foráneo,74,90,0,2,14,Medio,18275,No,No,Fuerte,Baja,Regulares,No,Regular,Extrovertido,Baja,6,Mala,No,0,Publica,24,Si,Si
21,Union libre,Local,59,83,4,0,4,Medio,15457,Si,No,Debil,Media,Regulares,No,Regular,Introvertido,Media,7,Buena,Si,2,Publica,28,No,Si
23,Casado,Foráneo,82,77,9,2,15,Medio,7321,Si,No,Moderado,Baja,Regulares,Si,Regular,Extrovertido,Media,6,Regular,Si,4,Privada,15,Si,Si
22,Soltero,Foráneo,99,87,5,0,9,Medio,9459,Si,No,Debil,Baja,Buenas,Si,Buena,Introvertido,Baja,7,Regular,Si,0,Publica,16,Si,No
21,Soltero,Foráneo,71,78,5,3,14,Medio,16499,Si,No,Debil,Media,Regulares,Si,Regular,Introvertido,Media,6,Buena,No,2,Publica,7,Si,No
23,Casado,Local,68,76,9,3,4,Alto,-703,No,Si,Moderado,Media,Conflictivas,No,Mala,Introvertido,Media,7,Regular,Si,3,Privada,34,Si,No
22,Soltero,Local,79,109,9,4,20,Bajo,15809,No,No,Debil,Media,Buenas,Si,Mala,Extrovertido,Baja,10,Buena,Si,2,Publica,31,No,No
23,Soltero,Local,54,46,10,4,14,Alto,13754,Si,No,Moderado,Media,Buenas,Si,Mala,Extrovertido,Alta,6,Mala,Si,0,Publica,43,No,No
18,Soltero,Local,71,75,8,1,6,Medio,18459,No,No,Fuerte,Media,Regulares,No,Buena,Extrovertido,Alta,7,Buena,No,5,Publica,47,Si,Si
22,Casado,Foráneo,81,88,8,6,19,Alto,6565,Si,No,Debil,Alta,Regulares,Si,Mala,Extrovertido,Baja,4,Buena,Si,4,Publica,4,No,Si
18,Soltero,Foráneo,60,93,7,1,5,Medio,9307,Si,No,Fuerte,Alta,Regulares,Si,Mala,Introvertido,Media,8,Mala,Si,2,Privada,20,Si,No
24,Soltero,Foráneo,100,91,6,0,16,Medio,13959,Si,No,Moderado,Alta,Conflictivas,No,Buena,Introvertido,Baja,7,Regular,Si,4,Publica,48,Si,Si
18,Union libre,Local,82,86,5,0,5,Alto,22933,No,No,Fuerte,Media,Regulares,No,Buena,Extrovertido,Alta,7,Mala,No,3,Publica,13,Si,Si
19,Casado,Local,76,59,6,3,11,Bajo,15756,No,No,Moderado,Baja,Regulares,Si,Mala,Introvertido,Media,5,Buena,Si,2,Publica,7,Si,Si
18,Casado,Local,85,64,5,0,7,Bajo,9192,Si,No,Moderado,Alta,Conflictivas,No,Regular,Introvertido,Baja,7,Regular,Si,4,Privada,13,No,No
18,Soltero,Local,85,88,3,5,17,Medio,7168,Si,No,Fuerte,Media,Regulares,Si,Regular,Introvertido,Media,3,Regular,Si,1,Privada,44,Si,No
20,Casado,Foráneo,64,89,7,0,-3,Medio,10352,No,No,Fuerte,Media,Regulares,No,Regular,Extrovertido,Baja,6,Regular,Si,3,Publica,36,No,No
20,Union libre,Local,61,68,3,0,13,Medio,17914,No,No,Debil,Media,Conflictivas,Si,Regular,Introvertido,Alta,6,Regular,Si,0,Publica,21,Si,Si
21,Soltero,Local,74,47,3,3,9,Medio,3963,No,No,Debil,Media,Regulares,Si,Mala,Introvertido,Baja,7,Buena,Si,5,Privada,28,Si,No
19,Union libre,Local,72,44,6,0,20,Bajo,12644,Si,No,Debil,Alta,Regulares,No,Mala,Extrovertido,Media,7,Regular,Si,3,Publica,25,Si,No
20,Casado,Local,70,67,5,2,3,Medio,11872,No,No,Fuerte,Media,Buenas,Si,Regular,Extrovertido,Media,5,Regular,Si,4,Publica,32,Si,Si
19,Casado,Local,74,59,1,3,17,Medio,4529,No,Si,Debil,Media,Regulares,No,Mala,Introvertido,Media,5,Buena,No,3,Publica,22,No,No
23,Soltero,Foráneo,83,60,5,3,5,Medio,4261,No,Si,Debil,Baja,Regulares,No,Mala,Extrovertido,Media,6,Mala,Si,4,Publica,0,Si,Si
18,Soltero,Local,73,85,1,5,2,Medio,2799,Si,No,Moderado,Baja,Regulares,Si,Regular,Extrovertido,Media,6,Regular,Si,1,Publica,53,Si,Si
23,Union libre,Local,78,74,8,2,8,Medio,20962,No,No,Debil,Media,Conflictivas,Si,Regular,Extrovertido,Media,9,Regular,Si,2,Publica,28,Si,No
25,Casado,Foráneo,75,73,2,2,10,Medio,15301,No,Si,Debil,Alta,Regulares,Si,Buena,Introvertido,Alta,4,Mala,No,2,Privada,16,Si,No
19,Soltero,Local,74,104,5,3,8,Medio,6731,Si,No,Moderado,Media,Regulares,No,Buena,Extrovertido,Alta,9,Mala,No,1,Privada,24,Si,No
17,Soltero,Local,82,74,5,5,4,Medio,11121,No,No,Fuerte,Media,Buenas,Si,Buena,Introvertido,Baja,4,Regular,No,3,Publica,44,No,No
20,Soltero,Local,62,79,4,3,4,Medio,15223,No,No,Debil,Baja,Regulares,Si,Regular,Introvertido,Baja,5,Buena,No,0,Privada,6,No,Si
25,Casado,Foráneo,61,76,5,1,7,Bajo,10117,Si,No,Debil,Baja,Regulares,No,Buena,Introvertido,Alta,6,Regular,No,0,Publica,22,Si,Si
20,Soltero,Foráneo,81,73,10,0,10,Medio,8360,Si,No,Debil,Media,Conflictivas,No,Mala,Extrovertido,Alta,7,Buena,Si,1,Privada,19,Si,Si
19,Casado,Local,61,82,10,2,6,Bajo,8961,No,No,Moderado,Media,Regulares,Si,Regular,Extrovertido,Baja,10,Regular,No,0,Publica,30,Si,Si
20,Soltero,Local,83,84,6,2,17,Bajo,11358,No,No,Debil,Alta,Regulares,No,Mala,Introvertido,Baja,6,Buena,Si,1,Publica,46,Si,No
18,Soltero,Local,87,74,6,4,10,Medio,13349,No,No,Moderado,Baja,Conflictivas,Si,Buena,Introvertido,Baja,6,Mala,Si,2,Publica,23,No,No
21,Soltero,Local,87,100,7,0,9,Medio,11810,No,No,Debil,Media,Conflictivas,No,Mala,Extrovertido,Alta,6,Buena,No,2,Publica,0,No,No
21,Soltero,Foráneo,96,63,7,5,-2,Medio,3044,No,No,Debil,Media,Conflictivas,Si,Buena,Extrovertido,Baja,6,Regular,Si,3,Privada,44,Si,Si
23,Union libre,Local,48,77,7,3,7,Medio,13691,No,No,Debil,Alta,Regulares,Si,Mala,Extrovertido,Baja,10,Regular,Si,3,Publica,40,Si,Si
19,Union libre,Local,78,76,0,0,6,Medio,15691,No,No,Debil,Baja,Buenas,No,Mala,Extrovertido,Alta,3,Buena,No,3,Publica,34,No,Si
24,Soltero,Foráneo,75,99,6,3,16,Medio,13588,Si,No,Moderado,Media,Buenas,Si,Mala,Extrovertido,Baja,5,Mala,No,3,Privada,11,Si,No
20,Union libre,Foráneo,87,89,1,2,8,Alto,16130,No,Si,Fuerte,Media,Conflictivas,No,Regular,Extrovertido,Baja,7,Regular,Si,3,Publica,41,Si,Si
25,Union libre,Foráneo,78,55,9,4,10,Medio,15532,No,No,Debil,Alta,Regulares,Si,Regular,Extrovertido,Media,3,Buena,No,0,Privada,56,Si,Si
22,Soltero,Foráneo,110,63,4,4,2,Medio,15848,Si,No,Debil,Baja,Regulares,No,Buena,Extrovertido,Media,5,Buena,No,1,Privada,50,No,Si
26,Casado,Local,45,52,3,2,10,Medio,13264,Si,No,Fuerte,Baja,Regulares,Si,Buena,Introvertido,Baja,8,Regular,Si,4,Privada,26,Si,No
21,Soltero,Local,80,84,5,5,15,Medio,14754,No,Si,Debil,Media,Regulares,Si,Mala,Introvertido,Media,2,Mala,Si,1,Publica,34,No,Si
17,Soltero,Local,97,70,5,1,4,Bajo,11346,No,Si,Debil,Baja,Conflictivas,Si,Mala,Extrovertido,Baja,7,Buena,No,5,Publica,22,No,No
23,Soltero,Local,62,62,6,2,0,Medio,5103,No,No,Moderado,Baja,Buenas,No,Regular,Extrovertido,Alta,9,Regular,Si,4,Publica,24,No,No
24,Soltero,Local,71,80,7,5,2,Medio,15596,No,No,Debil,Media,Buenas,Si,Mala,Introvertido,Alta,8,Mala,No,2,Privada,37,Si,Si
25,Soltero,Local,74,59,5,2,7,Bajo,14686,No,No,Fuerte,Media,Regulares,Si,Mala,Extrovertido,Media,4,Regular,No,1,Privada,12,Si,No
18,Casado,Local,46,89,6,2,17,Bajo,15160,No,No,Debil,Media,Regulares,Si,Buena,Extrovertido,Media,6,Buena,Si,4,Publica,26,Si,No
24,Soltero,Local,61,80,0,5,7,Alto,13578,No,No,Moderado,Baja,Regulares,Si,Buena,Extrovertido,Baja,7,Buena,No,4,Privada,22,Si,Si
22,Casado,Local,70,78,11,0,2,Medio,10690,Si,No,Debil,Media,Conflictivas,No,Buena,Extrovertido,Baja,8,Mala,Si,3,Publica,39,Si,No
24,Soltero,Local,64,68,3,4,14,Medio,7527,Si,No,Debil,Baja,Conflictivas,Si,Buena,Introvertido,Media,6,Regular,No,4,Privada,28,No,Si
22,Soltero,Local,63,67,4,1,0,Medio,4744,No,No,Moderado,Alta,Regulares,No,Buena,Extrovertido,Media,6,Buena,No,1,Publica,22,Si,Si
21,Soltero,Local,73,39,4,2,11,Medio,18673,No,Si,Debil,Media,Buenas,Si,Mala,Extrovertido,Baja,5,Regular,No,3,Publica,27,Si,No
21,Soltero,Local,66,50,6,0,5,Medio,9351,No,No,Fuerte,Baja,Buenas,Si,Buena,Introvertido,Media,7,Regular,No,0,Publica,10,Si,No
22,Union libre,Local,90,66,7,1,11,Medio,12631,No,No,Fuerte,Media,Conflictivas,Si,Buena,Introvertido,Baja,8,Regular,Si,4,Publica,23,Si,No
19,Union libre,Foráneo,81,96,6,2,14,Medio,15347,No,No,Fuerte,Baja,Regulares,Si,Buena,Introvertido,Media,2,Regular,Si,2,Privada,25,Si,No
20,Soltero,Local,86,72,0,4,8,Medio,12462,No,Si,Debil,Media,Buenas,Si,Buena,Introvertido,Baja,5,Regular,Si,4,Publica,18,Si,No
21,Union libre,Local,66,91,5,1,13,Medio,8657,No,No,Moderado,Baja,Regulares,Si,Mala,Extrovertido,Media,6,Regular,Si,1,Publica,39,Si,No
22,Casado,Foráneo,73,59,3,4,17,Medio,7115,No,No,Debil,Media,Conflictivas,Si,Mala,Extrovertido,Media,4,Buena,No,1,Publica,3,Si,No
22,Union libre,Foráneo,75,54,1,1,4,Medio,8769,Si,No,Moderado,Alta,Buenas,Si,Mala,Extrovertido,Alta,4,Regular,Si,1,Publica,17,No,No
18,Soltero,Foráneo,100,61,9,4,6,Medio,6645,Si,No,Debil,Alta,Conflictivas,Si,Regular,Introvertido,Alta,5,Regular,No,3,Privada,36,Si,Si
22,Soltero,Local,94,75,3,5,5,Alto,16412,Si,Si,Debil,Baja,Conflictivas,No,Regular,Introvertido,Media,2,Mala,No,2,Publica,25,Si,No
24,Soltero,Local,75,85,0,1,8,Medio,9721,Si,No,Debil,Baja,Buenas,Si,Mala,Extrovertido,Baja,3,Regular,No,2,Publica,24,Si,No
20,Soltero,Local,54,70,1,1,-2,Medio,8699,Si,No,Debil,Media,Regulares,Si,Mala,Extrovertido,Baja,6,Regular,No,2,Publica,-2,Si,No
21,Casado,Local,56,47,4,1,13,Medio,21141,No,No,Moderado,Media,Regulares,No,Regular,Introvertido,Alta,6,Regular,Si,4,Publica,13,Si,Si
23,Casado,Local,81,70,1,0,3,Medio,14115,No,No,Debil,Baja,Regulares,Si,Mala,Extrovertido,Alta,8,Regular,No,0,Publica,-2,Si,No
22,Soltero,Local,62,77,7,1,4,Medio,16317,No,Si,Debil,Media,Buenas,No,Mala,Introvertido,Media,8,Regular,No,4,Publica,49,Si,No
20,Soltero,Local,83,81,5,1,14,Alto,13718,No,No,Moderado,Media,Regulares,Si,Mala,Extrovertido,Baja,11,Regular,Si,0,Publica,11,No,No
21,Soltero,Local,67,86,6,4,16,Medio,8078,Si,No,Moderado,Baja,Buenas,No,Buena,Extrovertido,Media,3,Mala,Si,0,Publica,12,Si,No
21,Union libre,Local,83,57,6,5,11,Medio,14935,No,Si,Moderado,Alta,Buenas,No,Regular,Introvertido,Baja,10,Buena,No,0,Publica,16,Si,No
24,Soltero,Local,46,75,8,0,11,Medio,12139,No,No,Fuerte,Baja,Regulares,No,Mala,Extrovertido,Baja,10,Regular,No,0,Publica,46,Si,Si
18,Casado,Foráneo,52,87,7,0,8,Medio,17227,No,No,Debil,Media,Conflictivas,No,Mala,Extrovertido,Baja,5,Mala,No,2,Publica,30,Si,Si
22,Soltero,Local,63,86,7,5,15,Bajo,8152,Si,No,Debil,Baja,Regulares,No,Buena,Extrovertido,Alta,5,Regular,Si,1,Publica,20,Si,No
19,Union libre,Local,74,57,3,0,2,Medio,6562,Si,No,Moderado,Baja,Regulares,Si,Buena,Introvertido,Media,7,Regular,No,4,Publica,23,Si,No
23,Soltero,Local,75,58,2,4,16,Alto,7911,No,Si,Debil,Media,Regulares,Si,Regular,Introvertido,Alta,7,Regular,Si,2,Publica,12,Si,No
16,Casado,Foráneo,76,66,1,0,9,Medio,20583,Si,Si,Debil,Alta,Regulares,Si,Mala,Extrovertido,Media,7,Mala,Si,1,Publica,24,Si,No
22,Union libre,Local,62,54,9,2,0,Medio,13175,No,No,Debil,Alta,Regulares,No,Buena,Extrovertido,Baja,7,Buena,Si,4,Privada,19,No,Si
21,Union libre,Local,98,61,6,2,22,Medio,13391,Si,Si,Moderado,Media,Regulares,No,Regular,Introvertido,Media,9,Buena,Si,1,Publica,10,No,No
23,Soltero,Local,82,76,5,4,9,Medio,14350,Si,No,Debil,Alta,Regulares,No,Mala,Introvertido,Media,3,Buena,Si,0,Privada,36,Si,Si
26,Soltero,Foráneo,44,79,6,0,15,Medio,13604,No,No,Moderado,Baja,Regulares,Si,Regular,Introvertido,Media,6,Regular,Si,1,Publica,35,Si,Si
16,Union libre,Local,97,78,4,2,14,Bajo,11283,No,Si,Debil,Baja,Conflictivas,No,Mala,Introvertido,Baja,10,Regular,Si,2,Publica,1,Si,No
24,Soltero,Foráneo,78,70,5,2,10,Medio,14153,No,Si,Debil,Media,Conflictivas,No,Buena,Introvertido,Alta,5,Regular,No,0,Publica,63,Si,Si
17,Soltero,Local,71,87,4,3,12,Medio,9653,Si,No,Debil,Media,Buenas,No,Mala,Introvertido,Alta,5,Mala,Si,1,Publica,56,Si,Si
17,Soltero,Local,77,86,3,0,6,Medio,6963,Si,No,Moderado,Media,Regulares,No,Buena,Introvertido,Alta,4,Regular,No,2,Publica,12,No,No
21,Union libre,Local,93,62,8,1,17,Bajo,11405,No,No,Debil,Baja,Conflictivas,No,Regular,Introvertido,Baja,10,Buena,No,2,Publica,42,No,No
20,Soltero,Local,55,103,4,0,17,Medio,7325,No,Si,Debil,Media,Regulares,No,Mala,Extrovertido,Alta,8,Buena,No,3,Privada,20,Si,Si
23,Soltero,Local,70,89,10,2,18,Medio,13112,No,No,Fuerte,Media,Conflictivas,Si,Regular,Extrovertido,Alta,6,Mala,No,0,Publica,22,Si,No
17,Casado,Local,69,82,10,0,7,Medio,11096,No,No,Fuerte,Media,Conflictivas,No,Regular,Extrovertido,Media,10,Regular,Si,1,Publica,38,Si,Si
17,Union libre,Local,78,73,9,3,11,Medio,9234,No,No,Debil,Media,Conflictivas,No,Buena,Introvertido,Baja,8,Buena,Si,2,Publica,27,Si,No
21,Soltero,Local,81,77,5,1,4,Medio,11510,Si,No,Debil,Alta,Buenas,No,Mala,Introvertido,Baja,5,Regular,No,1,Privada,2,Si,No
24,Soltero,Local,69,58,2,0,4,Alto,12465,No,No,Debil,Media,Conflictivas,Si,Regular,Introvertido,Baja,6,Buena,No,6,Privada,38,Si,No
22,Casado,Local,100,64,0,2,17,Alto,9254,No,No,Debil,Media,Buenas,Si,Buena,Extrovertido,Baja,8,Buena,Si,1,Publica,26,Si,Si
22,Soltero,Local,76,50,9,0,4,Medio,9446,No,No,Debil,Media,Buenas,Si,Mala,Introvertido,Media,7,Regular,No,2,Privada,27,Si,No
22,Soltero,Local,78,71,4,2,9,Medio,5626,No,No,Debil,Media,Conflictivas,No,Regular,Extrovertido,Baja,10,Buena,No,1,Publica,40,Si,Si
23,Soltero,Foráneo,78,65,4,2,10,Medio,6452,Si,No,Moderado,Alta,Conflictivas,Si,Regular,Extrovertido,Alta,5,Buena,Si,5,Publica,15,Si,Si
24,Soltero,Local,87,41,7,0,5,Medio,3869,No,No,Fuerte,Media,Conflictivas,No,Buena,Introvertido,Media,6,Buena,Si,0,Publica,7,Si,Si
20,Soltero,Foráneo,89,75,3,1,14,Medio,14742,No,Si,Moderado,Media,Conflictivas,No,Mala,Introvertido,Media,6,Regular,No,0,Privada,14,No,Si
18,Soltero,Foráneo,51,59,5,2,12,Alto,12089,No,No,Moderado,Media,Conflictivas,No,Mala,Extrovertido,Media,3,Regular,Si,0,Publica,4,Si,Si
21,Casado,Foráneo,94,62,9,3,9,Bajo,11363,No,Si,Debil,Media,Buenas,No,Regular,Extrovertido,Media,8,Regular,Si,2,Publica,7,No,Si
26,Soltero,Local,69,68,7,2,5,Medio,10673,Si,Si,Debil,Alta,Regulares,Si,Mala,Extrovertido,Alta,2,Regular,Si,2,Publica,1,No,Si
22,Union libre,Local,78,56,8,2,15,Bajo,6337,Si,Si,Debil,Media,Conflictivas,No,Regular,Extrovertido,Alta,4,Regular,No,2,Privada,40,Si,No
22,Soltero,Local,50,77,3,4,4,Medio,11006,No,No,Debil,Baja,Buenas,Si,Buena,Extrovertido,Alta,6,Buena,Si,1,Publica,13,Si,No
22,Casado,Local,60,93,5,3,16,Medio,10494,Si,No,Fuerte,Media,Buenas,Si,Buena,Extrovertido,Baja,7,Regular,No,3,Publica,23,Si,Si
18,Soltero,Foráneo,75,66,9,1,13,Medio,12798,Si,No,Fuerte,Media,Conflictivas,Si,Regular,Introvertido,Baja,3,Buena,Si,4,Publica,35,Si,No
22,Union libre,Local,72,72,9,2,23,Medio,1756,No,No,Debil,Alta,Regulares,Si,Buena,Extrovertido,Baja,7,Buena,Si,2,Publica,8,No,No
23,Soltero,Foráneo,64,81,4,0,11,Bajo,11579,No,Si,Moderado,Media,Buenas,No,Mala,Introvertido,Baja,8,Regular,No,-1,Publica,24,No,No
23,Soltero,Local,55,93,11,4,16,Medio,11579,No,No,Debil,Media,Conflictivas,No,Mala,Extrovertido,Alta,9,Buena,Si,4,Privada,24,No,No
22,Soltero,Local,80,88,10,-1,19,Medio,9894,No,No,Debil,Alta,Regulares,No,Mala,Extrovertido,Media,7,Buena,Si,2,Privada,-10,Si,No
20,Soltero,Local,81,79,11,5,9,Medio,8976,No,No,Moderado,Alta,Regulares,No,Buena,Extrovertido,Baja,9,Mala,Si,4,Privada,26,No,No
20,Soltero,Foráneo,82,73,7,2,10,Medio,9202,Si,No,Fuerte,Alta,Conflictivas,Si,Regular,Extrovertido,Media,7,Mala,No,1,Publica,18,Si,No
24,Casado,Local,94,63,3,2,15,Bajo,11579,Si,No,Debil,Baja,Conflictivas,Si,Buena,Extrovertido,Alta,8,Buena,Si,5,Publica,-5,Si,Si
19,Union libre,Local,55,71,10,5,6,Medio,7846,No,No,Debil,Media,Regulares,No,Regular,Introvertido,Baja,4,Regular,No,1,Publica,16,No,No
22,Union libre,Local,71,52,8,5,-2,Bajo,13436,Si,Si,Debil,Baja,Buenas,Si,Mala,Introvertido,Alta,10,Regular,Si,1,Publica,34,Si,Si
