ID_Estudiante,Fecha_Registro,Edad,Estado_Civil,Lugar_Residencia,Calificaciones,Asistencia_a_clases,Semestre_Actual,Reprobacion_Asignaturas,Horas_Estudio_Semanales,Nivel_Socioeconomico,Ingreso_Familiar_Mensual,Apoyo_Financiero,Empleo_Parcial_o_Tiempo_Completo,Red_Apoyo_Social,Participacion_Extracurricular,Relaciones_Interpersonales,Problemas_Emocionales,Adaptacion_Entorno_Escolar,Personalidad,Autoeficacia_Academica,Horas_Sueno,Condiciones_Salud,Problemas_Familiares,Dependientes_en_Hogar,Tipo_Institucion,Distancia_Centro_Estudios,Acceso_Servicios_Basicos,Desercion
1389,2024-06-04,24,Unión Libre,Foráneo,102,75,8,4,13,Bajo,11732,Sí,No,Fuerte,Media,Conflictivas,Sí,Mala,Extrovertido,Baja,9,Buena,Sí,3,Pública,18,No,Sí
3500,2024-02-06,22,Casado/a,Foráneo,72,81,0,1,-1,Alto,11281,Sí,Sí,Fuerte,Alta,Regulares,Sí,Regular,Introvertido,Alta,7,Buena,No,2,Privada,12,No,No
2014,2024-06-16,21,Unión Libre,Local,58,79,4,3,7,Medio,10842,Sí,Sí,Fuerte,Baja,Buenas,No,Mala,Introvertido,Baja,2,Regular,Sí,1,Privada,33,Sí,No
1692,2024-06-14,20,Casado/a,Foráneo,58,107,11,1,4,Medio,10259,Sí,No,Débil,Baja,Regulares,No,Buena,Extrovertido,Baja,8,Buena,Sí,8,Pública,44,No,No
1771,2024-05-13,22,Soltero/a,Local,92,54,3,3,7,Medio,8489,Sí,Sí,Moderado,Media,Buenas,Sí,Mala,Extrovertido,Media,5,Mala,No,2,Privada,21,No,Sí
2082,2024-04-01,23,Soltero/a,Local,72,88,3,3,10,Bajo,10679,No,No,Moderado,Media,Regulares,No,Regular,Extrovertido,Alta,4,Mala,No,1,Pública,14,Sí,No
4136,2024-04-05,23,Unión Libre,Foráneo,41,84,8,5,15,Medio,18846,Sí,No,Moderado,Alta,Regulares,No,Mala,Extrovertido,Alta,9,Buena,No,1,Pública,11,No,No
3862,2024-01-02,16,Soltero/a,Foráneo,63,75,10,1,13,Medio,4447,Sí,No,Fuerte,Alta,Regulares,No,Buena,Introvertido,Baja,6,Regular,No,2,Privada,19,No,No
4337,2024-03-18,20,Casado/a,Local,71,75,5,4,12,Bajo,9712,No,Sí,Moderado,Media,Regulares,Sí,Mala,Extrovertido,Alta,9,Mala,No,3,Pública,30,Sí,Sí
3368,2024-02-24,24,Unión Libre,Foráneo,64,56,3,4,22,Medio,1023,No,Sí,Moderado,Baja,Buenas,Sí,Mala,Introvertido,Alta,5,Regular,Sí,0,Pública,6,Sí,No
2103,2024-01-28,20,Soltero/a,Local,68,69,3,0,14,Medio,16358,Sí,No,Fuerte,Baja,Regulares,No,Mala,Extrovertido,Media,5,Buena,Sí,2,Pública,8,Sí,No
3655,2024-04-14,20,Casado/a,Foráneo,61,61,2,1,13,Bajo,9874,No,No,Moderado,Baja,Buenas,No,Regular,Extrovertido,Baja,3,Mala,No,2,Pública,29,Sí,No
1055,2024-03-02,23,Casado/a,Foráneo,73,80,4,3,15,Bajo,5189,Sí,No,Fuerte,Media,Regulares,No,Mala,Introvertido,Baja,2,Buena,No,4,Pública,49,Sí,No
1982,2024-04-09,22,Soltero/a,Foráneo,83,89,2,2,5,Alto,11594,Sí,No,Moderado,Baja,Buenas,Sí,Mala,Introvertido,Alta,8,Buena,Sí,0,Privada,13,Sí,No
1377,2024-05-31,21,Unión Libre,Foráneo,67,74,3,2,9,Medio,4659,No,Sí,Fuerte,Alta,Conflictivas,No,Regular,Introvertido,Alta,3,Buena,No,0,Privada,7,Sí,Sí
1243,2024-05-22,20,Casado/a,Local,91,61,6,2,6,Medio,13991,No,Sí,Moderado,Baja,Conflictivas,No,Regular,Introvertido,Baja,9,Regular,Sí,5,Privada,28,Sí,Sí
3495,2024-06-27,21,Casado/a,Foráneo,79,59,4,1,11,Medio,6811,No,No,Débil,Media,Conflictivas,Sí,Mala,Introvertido,Alta,3,Regular,Sí,0,Privada,23,Sí,No
2091,2024-01-12,17,Soltero/a,Foráneo,68,95,2,0,7,Bajo,17028,No,No,Fuerte,Media,Regulares,No,Buena,Extrovertido,Baja,8,Mala,No,0,Pública,18,Sí,Sí
1066,2024-02-28,21,Soltero/a,Foráneo,69,89,9,5,1,Medio,15816,Sí,Sí,Fuerte,Media,Regulares,Sí,Mala,Extrovertido,Media,7,Regular,Sí,2,Pública,17,Sí,Sí
1226,2024-05-11,21,Unión Libre,Foráneo,49,82,3,2,-2,Medio,13968,No,No,Moderado,Media,Buenas,No,Regular,Extrovertido,Alta,9,Mala,Sí,3,Privada,37,Sí,No
2442,2024-03-01,23,Soltero/a,Local,81,96,7,0,13,Alto,13553,No,No,Débil,Media,Buenas,No,Buena,Introvertido,Alta,5,Mala,No,1,Pública,18,No,No
2155,2024-05-01,21,Soltero/a,Local,71,66,5,4,12,Bajo,11959,Sí,Sí,Moderado,Baja,Regulares,Sí,Buena,Introvertido,Alta,4,Mala,No,2,Privada,20,No,Sí
2512,2024-02-03,22,Casado/a,Local,94,78,1,0,2,Bajo,-1886,No,Sí,Fuerte,Media,Buenas,No,Mala,Introvertido,Media,7,Buena,No,-1,Privada,60,Sí,No
587,2024-02-19,22,Casado/a,Local,71,78,2,2,2,Medio,18993,Sí,Sí,Moderado,Baja,Regulares,Sí,Buena,Introvertido,Alta,5,Regular,No,2,Pública,-9,No,No
3791,2024-05-14,19,Unión Libre,Local,90,45,1,2,4,Alto,10261,Sí,Sí,Débil,Alta,Buenas,No,Regular,Extrovertido,Media,5,Buena,No,1,Pública,23,No,Sí
3942,2024-02-11,17,Soltero/a,Local,82,107,3,0,16,Bajo,9811,No,Sí,Fuerte,Alta,Buenas,Sí,Mala,Introvertido,Alta,4,Mala,No,2,Pública,13,Sí,No
-60,2024-01-16,20,Casado/a,Local,88,54,0,1,8,Alto,15553,No,Sí,Débil,Media,Regulares,Sí,Mala,Extrovertido,Alta,6,Regular,Sí,2,Pública,11,No,Sí
3248,2024-02-14,26,Soltero/a,Local,87,89,1,2,14,Alto,16310,No,No,Débil,Media,Regulares,Sí,Regular,Extrovertido,Alta,9,Mala,No,6,Pública,56,No,No
967,2024-02-23,23,Casado/a,Local,68,74,1,-1,0,Bajo,18338,No,No,Fuerte,Alta,Buenas,No,Buena,Extrovertido,Baja,5,Mala,No,3,Pública,7,Sí,Sí
270,2024-04-10,20,Soltero/a,Foráneo,83,74,0,3,12,Medio,11920,No,Sí,Fuerte,Media,Regulares,Sí,Buena,Introvertido,Media,6,Buena,Sí,1,Pública,36,No,Sí
2340,2024-03-13,22,Casado/a,Foráneo,115,78,6,2,2,Alto,15527,Sí,Sí,Moderado,Alta,Buenas,No,Mala,Introvertido,Alta,5,Mala,No,3,Privada,25,No,No
5428,2024-02-19,20,Soltero/a,Local,92,75,6,0,5,Alto,11564,Sí,No,Débil,Baja,Regulares,Sí,Mala,Introvertido,Alta,6,Mala,No,0,Pública,27,No,Sí
3330,2024-02-22,27,Casado/a,Foráneo,68,76,6,2,12,Alto,11936,Sí,Sí,Débil,Alta,Conflictivas,Sí,Buena,Introvertido,Media,6,Mala,No,4,Pública,31,No,Sí
2038,2024-05-20,21,Soltero/a,Local,81,59,3,4,15,Bajo,14908,No,Sí,Moderado,Media,Conflictivas,No,Mala,Extrovertido,Baja,7,Mala,Sí,2,Pública,10,No,No
4141,2024-03-14,18,Unión Libre,Foráneo,37,87,4,6,16,Alto,7623,No,Sí,Moderado,Media,Buenas,No,Buena,Extrovertido,Baja,8,Buena,No,3,Privada,45,No,No
224,2024-04-25,23,Unión Libre,Foráneo,62,76,3,2,10,Medio,5422,Sí,Sí,Moderado,Media,Conflictivas,No,Mala,Extrovertido,Alta,5,Regular,Sí,1,Privada,33,Sí,Sí
4105,2024-01-13,24,Soltero/a,Local,83,80,2,0,3,Bajo,17834,Sí,Sí,Débil,Media,Buenas,Sí,Regular,Introvertido,Baja,6,Mala,Sí,2,Pública,32,Sí,Sí
3790,2024-06-18,24,Unión Libre,Foráneo,71,57,8,3,10,Alto,17773,Sí,No,Débil,Alta,Regulares,Sí,Buena,Introvertido,Baja,7,Regular,Sí,6,Pública,31,No,Sí
1830,2024-05-08,22,Casado/a,Foráneo,67,70,11,1,4,Medio,10331,No,No,Fuerte,Alta,Buenas,No,Mala,Extrovertido,Alta,6,Regular,No,2,Pública,22,No,No
2542,2024-02-17,23,Unión Libre,Local,66,82,1,3,16,Alto,23666,No,Sí,Moderado,Baja,Buenas,No,Regular,Extrovertido,Baja,7,Regular,No,1,Pública,18,Sí,No
1682,2024-05-17,20,Unión Libre,Foráneo,66,80,4,0,8,Medio,11914,No,No,Fuerte,Media,Conflictivas,Sí,Regular,Introvertido,Media,8,Mala,Sí,2,Pública,22,Sí,Sí
2853,2024-06-19,21,Unión Libre,Foráneo,70,67,2,0,12,Bajo,10980,Sí,Sí,Débil,Alta,Regulares,Sí,Regular,Extrovertido,Media,8,Regular,Sí,2,Privada,20,No,No
4445,2024-06-13,17,Casado/a,Local,86,70,2,1,16,Medio,13842,No,Sí,Débil,Media,Buenas,Sí,Buena,Introvertido,Baja,6,Buena,Sí,3,Privada,36,No,Sí
-1931,2024-05-24,20,Soltero/a,Local,56,75,8,1,11,Medio,1464,No,Sí,Moderado,Alta,Regulares,Sí,Regular,Introvertido,Media,8,Regular,Sí,2,Pública,-8,No,Sí
1493,2024-04-02,22,Unión Libre,Local,74,104,2,4,8,Bajo,1342,No,Sí,Fuerte,Media,Regulares,No,Mala,Introvertido,Media,3,Mala,No,2,Pública,66,No,No
1699,2024-05-24,22,Casado/a,Local,77,83,5,2,5,Bajo,14355,No,No,Fuerte,Baja,Buenas,Sí,Mala,Extrovertido,Baja,5,Regular,Sí,1,Pública,29,No,No
4449,2024-06-29,21,Soltero/a,Foráneo,74,60,8,2,5,Bajo,13450,No,Sí,Moderado,Baja,Conflictivas,No,Mala,Extrovertido,Alta,8,Buena,No,1,Pública,26,Sí,Sí
3759,2024-05-09,20,Soltero/a,Local,72,72,2,4,20,Medio,16888,No,Sí,Moderado,Baja,Buenas,No,Buena,Extrovertido,Alta,8,Buena,Sí,3,Pública,24,No,No
5505,2024-01-07,20,Unión Libre,Foráneo,63,76,7,3,0,Medio,14996,Sí,Sí,Moderado,Media,Regulares,No,Mala,Extrovertido,Baja,7,Mala,Sí,0,Pública,31,No,Sí
2157,2024-06-18,20,Unión Libre,Foráneo,89,97,9,3,10,Bajo,8079,No,No,Débil,Alta,Buenas,Sí,Mala,Introvertido,Media,9,Mala,No,0,Pública,24,Sí,Sí
3190,2024-02-08,20,Unión Libre,Foráneo,66,56,9,1,21,Bajo,10778,No,No,Fuerte,Media,Buenas,Sí,Buena,Introvertido,Baja,6,Buena,Sí,3,Pública,12,Sí,No
3762,2024-04-17,18,Soltero/a,Foráneo,84,64,5,1,10,Medio,19132,No,Sí,Débil,Media,Conflictivas,Sí,Buena,Extrovertido,Alta,9,Buena,No,0,Pública,32,No,Sí
3012,2024-05-02,21,Casado/a,Foráneo,52,83,3,1,5,Bajo,6377,No,No,Moderado,Alta,Conflictivas,No,Mala,Introvertido,Media,6,Mala,Sí,5,Pública,30,No,Sí
2316,2024-05-04,23,Soltero/a,Foráneo,71,78,8,2,9,Bajo,10123,Sí,No,Débil,Baja,Buenas,No,Regular,Introvertido,Baja,5,Mala,Sí,1,Privada,11,No,Sí
4234,2024-02-10,23,Casado/a,Local,79,81,0,3,18,Bajo,9881,Sí,Sí,Fuerte,Baja,Conflictivas,Sí,Regular,Introvertido,Media,7,Buena,Sí,2,Pública,21,Sí,Sí
2720,2024-06-23,20,Unión Libre,Local,77,70,8,7,19,Alto,10410,No,Sí,Débil,Baja,Conflictivas,No,Regular,Extrovertido,Baja,3,Regular,No,3,Pública,38,Sí,Sí
2129,2024-04-03,22,Unión Libre,Local,60,81,9,1,6,Bajo,2766,No,Sí,Fuerte,Baja,Regulares,Sí,Regular,Introvertido,Alta,7,Regular,No,0,Privada,40,No,No
-1078,2024-03-16,20,Unión Libre,Foráneo,80,73,8,4,10,Medio,5376,Sí,No,Fuerte,Alta,Regulares,No,Mala,Introvertido,Baja,6,Mala,No,3,Pública,31,No,Sí
1249,2024-05-10,20,Casado/a,Local,68,78,7,3,24,Alto,19822,Sí,No,Moderado,Alta,Regulares,No,Mala,Extrovertido,Media,7,Regular,Sí,1,Pública,25,Sí,No
2676,2024-05-26,21,Soltero/a,Local,73,86,6,7,9,Medio,18692,Sí,No,Moderado,Media,Regulares,No,Regular,Extrovertido,Media,7,Mala,No,2,Pública,20,No,Sí
1420,2024-02-14,23,Soltero/a,Foráneo,52,77,6,5,4,Alto,15519,No,Sí,Débil,Media,Regulares,Sí,Mala,Introvertido,Media,9,Buena,No,1,Pública,5,Sí,Sí
1123,2024-01-08,21,Casado/a,Foráneo,56,49,11,5,21,Medio,7458,Sí,Sí,Débil,Media,Buenas,No,Mala,Extrovertido,Media,5,Buena,Sí,3,Privada,30,No,Sí
5817,2024-03-07,22,Unión Libre,Foráneo,49,88,7,2,10,Medio,11383,No,Sí,Moderado,Baja,Buenas,No,Regular,Extrovertido,Media,8,Regular,No,2,Privada,20,Sí,No
3605,2024-03-01,23,Unión Libre,Local,69,95,0,1,12,Alto,7808,Sí,Sí,Moderado,Baja,Buenas,No,Regular,Extrovertido,Media,7,Mala,Sí,4,Pública,26,Sí,Sí
4371,2024-06-11,23,Casado/a,Foráneo,74,29,2,4,-2,Medio,9296,Sí,Sí,Moderado,Media,Buenas,No,Buena,Introvertido,Alta,3,Regular,No,1,Privada,31,Sí,No
3936,2024-05-12,20,Soltero/a,Foráneo,81,78,7,2,11,Bajo,9588,Sí,Sí,Débil,Alta,Conflictivas,Sí,Buena,Extrovertido,Alta,9,Buena,Sí,4,Privada,31,Sí,No
3151,2024-06-23,17,Casado/a,Foráneo,54,66,0,2,13,Bajo,6041,Sí,No,Fuerte,Baja,Regulares,Sí,Buena,Introvertido,Baja,9,Mala,No,3,Pública,22,Sí,Sí
3954,2024-03-03,21,Casado/a,Local,73,92,3,2,15,Alto,18379,Sí,No,Fuerte,Baja,Conflictivas,Sí,Regular,Introvertido,Baja,4,Regular,Sí,4,Privada,28,Sí,Sí
3349,2024-03-04,23,Casado/a,Local,69,73,1,0,7,Medio,13449,Sí,Sí,Moderado,Baja,Conflictivas,Sí,Buena,Introvertido,Alta,7,Regular,Sí,2,Pública,17,No,No
1565,2024-01-22,21,Soltero/a,Foráneo,78,102,1,5,21,Bajo,4570,Sí,No,Fuerte,Baja,Conflictivas,No,Mala,Extrovertido,Alta,7,Buena,Sí,3,Pública,-19,Sí,No
1144,2024-02-02,24,Soltero/a,Local,44,72,5,5,9,Medio,10381,Sí,Sí,Moderado,Alta,Conflictivas,Sí,Regular,Extrovertido,Baja,7,Buena,No,0,Pública,17,Sí,No
2008,2024-01-09,23,Soltero/a,Foráneo,72,72,2,4,7,Bajo,5066,No,No,Fuerte,Alta,Regulares,No,Mala,Introvertido,Baja,4,Buena,Sí,5,Pública,37,No,Sí
234,2024-04-29,23,Unión Libre,Foráneo,76,86,3,-1,16,Alto,13691,No,No,Fuerte,Media,Conflictivas,Sí,Buena,Introvertido,Baja,4,Mala,Sí,3,Privada,28,No,Sí
2017,2024-05-05,21,Soltero/a,Foráneo,73,76,2,0,10,Medio,10270,Sí,Sí,Fuerte,Alta,Conflictivas,No,Mala,Extrovertido,Alta,8,Mala,Sí,3,Privada,22,No,Sí
2187,2024-02-23,23,Unión Libre,Local,85,72,8,2,7,Medio,22067,No,Sí,Débil,Media,Regulares,No,Buena,Extrovertido,Baja,7,Mala,Sí,0,Pública,14,No,No
4704,2024-01-10,22,Unión Libre,Local,60,73,3,2,13,Alto,13964,No,Sí,Débil,Alta,Conflictivas,No,Mala,Extrovertido,Baja,6,Buena,Sí,0,Pública,27,Sí,No
1811,2024-05-11,20,Soltero/a,Local,66,76,4,3,3,Medio,14405,No,Sí,Moderado,Alta,Regulares,Sí,Mala,Extrovertido,Alta,7,Regular,Sí,2,Privada,36,Sí,No
801,2024-02-12,21,Casado/a,Foráneo,76,62,5,6,6,Medio,16675,Sí,No,Débil,Baja,Conflictivas,No,Mala,Extrovertido,Baja,6,Mala,Sí,3,Pública,20,Sí,Sí
3334,2024-06-28,24,Unión Libre,Local,65,96,5,2,13,Bajo,24036,Sí,Sí,Fuerte,Baja,Conflictivas,Sí,Regular,Extrovertido,Baja,5,Buena,Sí,2,Privada,31,Sí,No
6812,2024-01-17,22,Casado/a,Local,65,86,9,3,11,Medio,15051,Sí,Sí,Moderado,Media,Conflictivas,No,Regular,Extrovertido,Media,3,Buena,Sí,1,Privada,31,No,Sí
2477,2024-04-28,25,Casado/a,Foráneo,90,59,6,0,13,Bajo,7908,Sí,Sí,Moderado,Alta,Buenas,No,Buena,Extrovertido,Media,6,Mala,No,3,Privada,10,Sí,Sí
2361,2024-01-25,24,Soltero/a,Foráneo,66,70,4,4,9,Bajo,13265,No,No,Fuerte,Alta,Regulares,Sí,Buena,Introvertido,Baja,9,Regular,No,6,Privada,-4,Sí,Sí
2056,2024-04-12,20,Unión Libre,Local,101,51,9,0,2,Medio,18743,Sí,Sí,Débil,Media,Conflictivas,Sí,Mala,Introvertido,Media,8,Buena,Sí,2,Privada,4,Sí,Sí
3048,2024-03-09,22,Casado/a,Local,66,76,5,0,3,Alto,11373,No,Sí,Débil,Alta,Regulares,No,Mala,Extrovertido,Baja,4,Regular,Sí,3,Privada,12,Sí,Sí
1616,2024-05-21,22,Casado/a,Local,79,70,3,5,9,Medio,9867,Sí,No,Fuerte,Media,Regulares,No,Regular,Extrovertido,Alta,4,Regular,No,0,Pública,2,Sí,Sí
1526,2024-01-12,22,Unión Libre,Foráneo,54,63,9,3,11,Alto,7738,No,No,Débil,Alta,Regulares,No,Mala,Introvertido,Alta,6,Mala,No,3,Pública,8,Sí,No
3447,2024-06-05,16,Casado/a,Foráneo,61,66,5,1,1,Medio,3287,No,Sí,Débil,Baja,Buenas,No,Mala,Extrovertido,Media,6,Mala,No,2,Privada,8,Sí,Sí
464,2024-01-29,22,Casado/a,Local,79,98,10,1,16,Medio,18529,Sí,No,Débil,Baja,Regulares,No,Buena,Extrovertido,Media,6,Buena,No,3,Privada,30,Sí,Sí
3409,2024-02-15,19,Unión Libre,Local,79,74,3,1,7,Medio,11112,Sí,No,Moderado,Baja,Conflictivas,No,Buena,Extrovertido,Baja,6,Mala,No,1,Pública,19,No,No
3405,2024-06-06,18,Casado/a,Foráneo,84,45,4,1,16,Medio,8415,Sí,No,Moderado,Alta,Regulares,No,Buena,Extrovertido,Baja,7,Mala,No,0,Privada,34,Sí,Sí
347,2024-06-12,23,Soltero/a,Foráneo,76,75,-2,0,10,Bajo,9540,No,No,Moderado,Baja,Buenas,Sí,Buena,Introvertido,Media,7,Regular,Sí,3,Privada,13,No,Sí
2647,2024-05-19,23,Soltero/a,Foráneo,73,83,1,1,15,Medio,6231,Sí,No,Moderado,Alta,Buenas,No,Buena,Extrovertido,Media,5,Regular,No,3,Pública,9,No,No
1730,2024-02-12,20,Casado/a,Foráneo,50,51,9,1,8,Alto,18866,Sí,Sí,Moderado,Baja,Regulares,Sí,Mala,Extrovertido,Baja,7,Regular,No,1,Privada,25,No,Sí
2341,2024-04-24,22,Unión Libre,Foráneo,50,62,8,1,6,Alto,2973,No,Sí,Moderado,Media,Regulares,Sí,Buena,Introvertido,Media,6,Regular,No,2,Pública,30,Sí,No
3778,2024-03-20,21,Soltero/a,Foráneo,70,90,6,5,-3,Alto,7706,No,No,Débil,Media,Buenas,No,Buena,Introvertido,Baja,7,Regular,No,2,Privada,28,No,Sí
2970,2024-05-07,21,Unión Libre,Foráneo,81,60,2,2,4,Alto,9060,No,No,Moderado,Baja,Conflictivas,No,Buena,Introvertido,Media,10,Mala,No,4,Privada,44,No,No
3953,2024-06-19,20,Soltero/a,Local,99,112,3,2,4,Medio,13954,Sí,No,Fuerte,Alta,Regulares,No,Buena,Introvertido,Baja,12,Buena,No,1,Privada,23,No,Sí
2419,2024-02-29,26,Casado/a,Local,73,74,10,0,7,Bajo,11249,No,Sí,Fuerte,Alta,Buenas,Sí,Mala,Extrovertido,Media,6,Mala,No,2,Privada,42,Sí,Sí
247,2024-01-17,23,Unión Libre,Local,82,68,3,1,13,Medio,10412,No,No,Moderado,Media,Conflictivas,No,Mala,Extrovertido,Media,6,Buena,Sí,3,Pública,15,Sí,Sí
4562,2024-02-24,16,Casado/a,Foráneo,74,67,2,4,10,Bajo,9794,Sí,Sí,Débil,Baja,Regulares,Sí,Mala,Extrovertido,Alta,6,Buena,Sí,3,Privada,34,Sí,Sí
3013,2024-05-05,23,Soltero/a,Foráneo,89,101,5,4,10,Alto,11731,Sí,No,Fuerte,Baja,Conflictivas,No,Regular,Introvertido,Alta,7,Regular,No,2,Pública,14,Sí,Sí
4162,2024-06-09,22,Casado/a,Local,70,57,7,1,11,Bajo,12039,Sí,Sí,Fuerte,Alta,Regulares,Sí,Regular,Introvertido,Media,5,Mala,No,1,Pública,51,Sí,Sí
2870,2024-05-12,23,Soltero/a,Local,89,63,3,1,14,Alto,17600,Sí,Sí,Moderado,Alta,Conflictivas,Sí,Mala,Extrovertido,Baja,2,Regular,No,4,Privada,10,No,Sí
1315,2024-01-03,21,Soltero/a,Foráneo,62,82,1,0,-2,Bajo,13353,Sí,Sí,Débil,Baja,Buenas,No,Mala,Extrovertido,Baja,8,Mala,No,2,Privada,65,Sí,No
1960,2024-04-21,20,Soltero/a,Local,87,70,6,3,21,Medio,9812,Sí,No,Débil,Media,Buenas,Sí,Regular,Introvertido,Alta,5,Buena,No,3,Privada,49,Sí,No
621,2024-05-15,21,Casado/a,Local,98,72,6,1,10,Alto,838,Sí,No,Débil,Baja,Regulares,No,Mala,Extrovertido,Alta,7,Regular,Sí,0,Pública,55,No,No
1408,2024-06-12,19,Unión Libre,Foráneo,92,54,0,0,9,Alto,11622,Sí,Sí,Fuerte,Media,Buenas,No,Mala,Introvertido,Media,6,Regular,No,5,Pública,9,No,No
2867,2024-01-05,23,Casado/a,Local,82,61,8,3,12,Bajo,9157,Sí,Sí,Fuerte,Alta,Conflictivas,No,Mala,Extrovertido,Baja,6,Mala,No,5,Pública,53,No,No
2247,2024-02-12,25,Soltero/a,Foráneo,75,82,6,3,12,Medio,15444,Sí,Sí,Moderado,Alta,Buenas,Sí,Buena,Extrovertido,Media,9,Regular,No,0,Pública,-11,Sí,Sí
3633,2024-03-23,23,Soltero/a,Foráneo,49,66,5,2,6,Medio,12367,No,No,Débil,Alta,Conflictivas,Sí,Regular,Introvertido,Baja,3,Regular,No,3,Privada,39,Sí,Sí
2544,2024-03-21,22,Unión Libre,Local,69,70,5,0,10,Alto,9383,Sí,Sí,Débil,Media,Conflictivas,Sí,Mala,Extrovertido,Baja,6,Regular,Sí,4,Pública,17,No,No
1832,2024-04-14,21,Unión Libre,Local,65,88,0,4,11,Alto,18710,No,No,Débil,Media,Regulares,No,Mala,Extrovertido,Baja,4,Regular,No,2,Privada,2,Sí,No
4930,2024-01-27,21,Casado/a,Local,59,50,0,1,6,Medio,11525,Sí,Sí,Débil,Media,Conflictivas,Sí,Buena,Extrovertido,Alta,10,Buena,Sí,1,Privada,38,Sí,Sí
2167,2024-02-25,21,Casado/a,Foráneo,67,37,4,3,13,Alto,2777,Sí,Sí,Fuerte,Baja,Conflictivas,No,Buena,Introvertido,Media,7,Regular,No,0,Privada,21,Sí,Sí
1895,2024-04-03,22,Unión Libre,Foráneo,76,80,3,4,10,Alto,15510,Sí,Sí,Débil,Baja,Buenas,No,Regular,Introvertido,Alta,7,Mala,Sí,0,Pública,33,Sí,No
4167,2024-03-01,19,Soltero/a,Foráneo,87,109,4,-2,18,Bajo,6052,Sí,Sí,Moderado,Baja,Regulares,No,Mala,Extrovertido,Media,4,Mala,No,4,Privada,41,No,No
3503,2024-05-16,23,Soltero/a,Foráneo,73,100,2,0,11,Medio,14933,No,Sí,Moderado,Alta,Regulares,Sí,Buena,Extrovertido,Baja,3,Regular,No,6,Pública,20,No,Sí
2594,2024-03-02,23,Soltero/a,Foráneo,88,79,9,2,11,Medio,12523,No,No,Moderado,Baja,Regulares,Sí,Regular,Introvertido,Media,6,Buena,No,2,Pública,13,No,Sí
2797,2024-04-05,18,Unión Libre,Foráneo,91,90,3,5,4,Bajo,14161,No,No,Moderado,Media,Regulares,Sí,Mala,Introvertido,Media,5,Buena,Sí,2,Privada,29,No,Sí
1275,2024-04-28,20,Soltero/a,Local,88,69,2,2,7,Bajo,11173,No,Sí,Débil,Alta,Regulares,Sí,Regular,Introvertido,Media,9,Buena,Sí,4,Privada,25,Sí,No
3034,2024-01-23,24,Casado/a,Local,85,73,5,2,13,Medio,17061,Sí,No,Fuerte,Baja,Regulares,Sí,Mala,Introvertido,Baja,8,Buena,No,3,Privada,44,No,No
4705,2024-01-03,22,Unión Libre,Foráneo,85,98,3,3,21,Medio,9892,Sí,Sí,Débil,Media,Buenas,No,Buena,Introvertido,Alta,5,Mala,No,2,Privada,7,No,Sí
137,2024-02-05,22,Unión Libre,Local,74,60,5,2,15,Bajo,15808,No,Sí,Fuerte,Media,Conflictivas,No,Mala,Introvertido,Alta,9,Regular,No,0,Privada,23,No,No
1272,2024-04-30,20,Casado/a,Local,49,88,4,1,4,Alto,10479,Sí,No,Moderado,Media,Buenas,No,Buena,Introvertido,Alta,5,Mala,No,3,Privada,17,No,No
1482,2024-06-21,22,Unión Libre,Local,80,78,3,3,11,Medio,12550,No,No,Fuerte,Media,Regulares,Sí,Regular,Introvertido,Baja,4,Mala,Sí,-1,Privada,20,Sí,Sí
3585,2024-05-15,23,Unión Libre,Foráneo,87,90,6,2,12,Bajo,10367,No,Sí,Moderado,Media,Regulares,No,Mala,Extrovertido,Alta,2,Mala,No,3,Pública,41,Sí,No
3027,2024-03-04,16,Casado/a,Foráneo,55,71,-1,0,11,Alto,15252,No,No,Débil,Alta,Conflictivas,Sí,Regular,Extrovertido,Alta,11,Mala,No,2,Pública,12,No,Sí
2598,2024-04-08,23,Unión Libre,Local,98,61,7,3,6,Bajo,13063,No,No,Fuerte,Baja,Regulares,No,Regular,Extrovertido,Media,8,Buena,Sí,2,Pública,17,Sí,No
987,2024-02-12,21,Soltero/a,Foráneo,99,42,11,2,8,Medio,10635,Sí,No,Débil,Media,Conflictivas,Sí,Buena,Introvertido,Baja,6,Buena,Sí,2,Privada,10,No,No
2148,2024-05-17,21,Soltero/a,Local,94,83,0,1,10,Alto,16942,Sí,Sí,Débil,Media,Conflictivas,Sí,Mala,Introvertido,Baja,7,Regular,No,0,Pública,45,Sí,Sí
2963,2024-05-10,18,Unión Libre,Local,60,74,6,3,5,Alto,19816,No,Sí,Débil,Alta,Buenas,Sí,Regular,Introvertido,Baja,6,Buena,Sí,0,Pública,19,No,Sí
2550,2024-04-13,22,Unión Libre,Foráneo,84,65,9,2,16,Medio,19394,No,No,Moderado,Baja,Buenas,Sí,Buena,Extrovertido,Baja,6,Buena,Sí,0,Privada,37,Sí,No
3244,2024-06-03,21,Unión Libre,Foráneo,58,67,2,1,9,Medio,9509,No,Sí,Fuerte,Baja,Buenas,Sí,Mala,Introvertido,Media,6,Mala,No,1,Pública,15,Sí,Sí
2359,2024-03-05,22,Casado/a,Local,85,80,5,1,0,Medio,16730,Sí,Sí,Débil,Media,Conflictivas,Sí,Regular,Extrovertido,Baja,1,Regular,Sí,0,Privada,25,Sí,Sí
1114,2024-03-27,24,Casado/a,Foráneo,79,79,8,0,3,Medio,11697,No,Sí,Débil,Media,Conflictivas,Sí,Regular,Extrovertido,Alta,8,Regular,No,2,Privada,12,Sí,No
